City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,kasongo-lunda,-6.4667,16.8167,22.82,91,100,1.19,CD,1706983002
280,simplicio mendes,-7.8539,-41.9103,31.33,46,71,2.55,BR,1706983324
281,howrah,22.5892,88.3103,20.0,77,0,2.06,IN,1706982851
282,batesville,35.7698,-91.641,15.8,71,0,2.06,US,1706983169
283,as sulayyil,20.4607,45.5779,17.14,24,0,6.69,SA,1706983324
284,barakani,-12.1356,44.4317,27.68,77,78,1.09,KM,1706983324
285,dwarka,22.2394,68.9678,23.48,69,0,4.19,IN,1706982974
286,vung tau,10.346,107.0843,25.17,87,45,6.52,VN,1706983325
287,yuzhno-kurilsk,44.0306,145.8556,-4.24,71,92,6.35,RU,1706983325
288,marsa alam,25.0757,34.8918,17.62,64,2,4.99,EG,1706983325
289,kem',64.9555,34.5793,-5.02,95,100,6.92,RU,1706983325
290,zhumysker,49.3333,49.4,-2.31,90,99,5.28,KZ,1706983326
291,northam,51.0333,-4.2167,11.33,99,98,7.13,GB,1706983326
292,oroqen zizhiqi,50.5667,123.7167,-26.24,96,6,1.68,CN,1706983326
293,kahama,-3.8333,32.6,19.54,89,43,1.18,TZ,1706983326
294,lander,42.833,-108.7307,1.66,97,100,2.57,US,1706983326
295,itoman,26.1247,127.6694,23.43,88,75,4.12,JP,1706983327
296,korla,41.7597,86.1469,-6.04,84,13,2.92,CN,1706983229
297,forster,-32.1667,152.5167,18.49,96,14,4.54,AU,1706983327
298,pico truncado,-46.7949,-67.9573,17.94,14,2,2.98,AR,1706983327
299,aoulef,26.9667,1.0833,17.96,22,0,4.98,DZ,1706983327
300,al kharijah,25.4514,30.5464,12.37,31,0,3.49,EG,1706982763
301,levuka,50.1834,-105.4011,1.84,67,8,3.44,CA,1706983328
302,namibe,-15.1961,12.1522,26.16,81,96,2.85,AO,1706982833
303,tadine,-21.55,167.8833,26.37,88,100,8.38,NC,1706982856
304,koungou,-12.7336,45.2042,28.84,79,0,2.06,YT,1706983328
305,bubaque,11.2833,-15.8333,26.17,70,0,6.4,GW,1706983329
306,saint-laurent-du-maroni,5.5039,-54.0289,33.0,51,96,3.1,GF,1706983329
307,chinde,26.8418,88.0763,8.03,65,32,1.71,NP,1706983329
308,ascension,30.2169,-90.9001,15.0,93,100,4.12,US,1706983134
309,kailua-kona,19.6406,-155.9956,21.39,86,8,0.45,US,1706983329
310,labuan bajo,-8.4964,119.8877,25.79,86,100,0.92,ID,1706983330
311,cidreira,-30.1811,-50.2056,26.59,70,0,6.48,BR,1706983330
312,tazacorte,28.629,-17.9293,21.54,68,20,1.03,ES,1706983330
313,camabatela,-8.1881,15.375,19.07,91,100,0.47,AO,1706983331
314,west end,26.6833,-78.9667,22.99,65,9,2.36,BS,1706983331
315,irvine,33.6695,-117.8231,16.36,66,70,0.89,US,1706983199
316,geraldton,-28.7667,114.6,21.23,73,100,11.83,AU,1706983332
317,papao,-17.75,-149.55,28.82,77,82,5.25,PF,1706983332
318,la gi,10.6667,107.7833,23.9,90,27,4.55,VN,1706983332
319,farasan,16.7022,42.1183,25.0,68,58,6.27,SA,1706983041
320,coxim,-18.5067,-54.76,36.61,27,100,3.3,BR,1706983333
321,yemetsk,63.4721,41.7941,-15.76,99,83,2.18,RU,1706982995
322,tafuna,-14.3358,-170.72,28.0,84,100,11.46,AS,1706983333
323,floro,61.5996,5.0328,3.98,65,40,15.43,NO,1706983333
324,sarina,-21.4333,149.2167,23.12,78,6,1.85,AU,1706983333
325,kone,-21.0595,164.8658,25.84,91,98,2.53,NC,1706983334
326,tutong,4.8,114.65,26.05,92,99,2.27,BN,1706983334
327,lagoa,39.05,-27.9833,15.71,88,0,7.72,PT,1706983334
328,batu pahat,1.8548,102.9325,23.94,90,76,2.04,MY,1706983335
329,enewetak,11.3474,162.3373,26.48,84,61,9.92,MH,1706983335
330,pauini,-7.7136,-66.9764,26.52,85,99,0.11,BR,1706983335
331,kill devil hills,36.0307,-75.676,8.0,74,100,5.66,US,1706983210
332,nova xavantina,-14.6667,-52.35,21.81,96,100,1.31,BR,1706983009
333,port moresby,-9.4431,147.1797,24.68,94,20,1.54,PG,1706983325
334,alegrete,-29.7831,-55.7919,34.75,41,0,4.82,BR,1706983336
335,la'ie,21.6477,-157.9253,22.98,56,4,5.36,US,1706983336
336,viedma,-40.8135,-62.9967,21.13,31,2,10.48,AR,1706983005
337,shenkursk,62.1091,42.896,-15.9,100,85,1.78,RU,1706983336
338,codrington,-38.2667,141.9667,14.22,91,46,2.32,AU,1706983337
339,pacocha,-17.5833,-71.3333,25.08,65,0,3.6,PE,1706983337
340,abu jibeha,11.4562,31.2285,24.09,14,38,3.95,SD,1706983337
341,davydovka,51.1578,39.4292,-0.49,96,100,7.15,RU,1706983338
342,ise,34.4833,136.7,5.62,89,100,3.52,JP,1706983338
343,midvagur,62.0511,-7.1939,2.46,80,75,3.6,FO,1706982868
344,nadi,-17.8,177.4167,25.0,88,40,2.57,FJ,1706983162
345,castillos,-34.1667,-53.8333,31.71,37,70,5.23,UY,1706982983
346,leninskoye,41.7589,69.3864,-0.26,83,100,3.48,KZ,1706983340
347,omutinskiy,56.4745,67.6709,-13.78,96,100,4.33,RU,1706982883
348,sorong,-0.8833,131.25,27.09,85,54,5.98,ID,1706983340
349,gaspe,48.8334,-64.4819,-6.88,58,20,4.12,CA,1706983208
350,camocim,-2.9022,-40.8411,29.3,71,79,6.86,BR,1706983341
351,batticaloa,7.7102,81.6924,25.95,80,69,2.5,LK,1706983341
352,pao de acucar,-9.7483,-37.4367,37.9,24,69,5.8,BR,1706983342
353,al ghayzah,16.2079,52.176,25.0,74,0,2.66,YE,1706983342
354,puerto baquerizo moreno,-0.9,-89.6,28.55,84,40,7.72,EC,1706983342
355,nolinsk,57.5596,49.9363,-12.81,99,99,1.86,RU,1706983343
356,ambalangoda,6.2355,80.0538,25.9,83,90,0.3,LK,1706983343
357,severo-yeniseyskiy,60.3725,93.0408,-15.24,97,100,0.89,RU,1706983344
358,nar'yan-mar,67.6713,53.087,-12.72,86,24,6.26,RU,1706983344
359,sabha,27.0377,14.4283,11.53,31,0,0.41,LY,1706983344
360,araguaina,-7.1911,-48.2072,28.09,76,85,2.9,BR,1706983202
361,whangarei,-35.7317,174.3239,12.31,79,4,1.24,NZ,1706983345
362,kuhmo,64.1333,29.5167,-6.2,91,94,2.93,FI,1706983345
363,kambar,27.5868,68.001,14.81,78,99,1.84,PK,1706983345
364,shagamu,6.8432,3.6478,32.88,41,85,2.32,NG,1706983346
365,cidade velha,14.9167,-23.6167,28.26,42,48,7.2,CV,1706982862
366,riachao das neves,-11.7461,-44.91,31.43,39,27,3.24,BR,1706983346
367,ashland,40.8167,-82.2665,4.53,52,4,2.45,US,1706983347
368,vuktyl,63.8567,57.3094,-14.38,76,74,5.36,RU,1706983347
369,jabat,7.75,168.9751,27.18,82,98,10.86,MH,1706983348
370,flying fish cove,-10.4217,105.6791,23.82,94,13,0.0,CX,1706983342
371,kapuskasing,49.4169,-82.4331,0.05,69,20,4.12,CA,1706983348
372,poronaysk,49.2167,143.1167,-22.59,97,9,1.99,RU,1706982905
373,maquoketa,42.0689,-90.6657,2.01,57,4,4.95,US,1706983349
374,yakeshi,49.2833,120.7333,-35.54,100,92,0.92,CN,1706983349
375,aykhal,66.0,111.5,-27.52,65,84,1.62,RU,1706982840
376,shibetsu,43.659,145.132,-6.64,81,44,3.81,JP,1706983350
377,holualoa,19.6228,-155.9522,19.32,87,0,14.92,US,1706983073
378,afua,-0.1567,-50.3867,29.88,65,62,2.53,BR,1706983351
379,jiuquan,39.7432,98.5174,-10.37,94,13,1.73,CN,1706983026
380,cill airne,52.05,-9.5167,11.03,93,100,3.09,IE,1706983351
381,badiyah,22.45,58.8,21.03,76,23,4.78,OM,1706983352
382,mananjary,-21.2167,48.3333,24.37,79,39,2.79,MG,1706983352
383,mukalla,14.5425,49.1242,24.09,79,7,0.74,YE,1706983353
384,hohhot,40.8106,111.6522,-10.84,67,0,3.0,CN,1706983353
385,ascope,-7.7144,-79.1078,24.63,59,86,4.29,PE,1706983354
386,weno,7.4515,151.8468,24.97,100,100,3.6,FM,1706983354
387,santa isabel,-23.3156,-46.2214,26.84,72,100,0.94,BR,1706982904
388,port blair,11.6667,92.75,25.02,88,11,0.0,IN,1706982885
389,kas,36.2018,29.6377,11.96,76,50,1.49,TR,1706983355
390,kolonia town,6.964,158.206,27.45,83,100,7.6,FM,1706983355
391,alt-sanitz,53.8136,13.5879,8.96,80,89,7.73,DE,1706983355
392,talnakh,69.4865,88.3972,-14.33,96,100,4.11,RU,1706983356
393,akjoujt,19.6969,-14.4164,29.28,6,37,5.07,MR,1706982893
394,chicomuselo,15.7667,-92.2667,31.76,29,0,2.59,MX,1706983357
395,karratha,-20.7377,116.8463,27.08,75,44,9.24,AU,1706983357
396,turkmenbasy,40.0222,52.9552,5.43,87,40,4.12,TM,1706983160
397,chamical,-30.36,-66.314,41.15,16,12,4.65,AR,1706983357
398,queenstown,-31.8976,26.8753,23.61,61,77,3.59,ZA,1706983358
399,salaga,8.5508,-0.5188,35.56,11,43,1.75,GH,1706983358
400,san cristobal,7.7669,-72.225,26.1,50,99,1.71,VE,1706983358
401,tarauaca,-8.1614,-70.7656,29.22,75,96,1.26,BR,1706983359
402,san patricio,28.017,-97.5169,21.76,50,34,6.5,US,1706983359
403,labrador city,52.9463,-66.9114,-15.05,51,40,0.0,CA,1706982841
404,mount isa,-20.7333,139.5,23.87,94,100,5.66,AU,1706983340
405,muisne,0.6,-80.0333,27.9,76,84,4.06,EC,1706983359
406,bukama,-9.2,25.85,22.51,93,72,0.46,CD,1706983360
407,sao jose da coroa grande,-8.8978,-35.1478,29.69,61,65,4.54,BR,1706983125
408,lazaro cardenas,17.9583,-102.2,27.13,59,2,3.29,MX,1706983105
409,gryazovets,58.88,40.2525,-9.34,96,100,2.89,RU,1706983360
410,caluula,11.9661,50.7569,25.22,76,54,3.51,SO,1706983360
411,faya-largeau,17.9257,19.1043,18.1,15,3,7.34,TD,1706983008
412,alice springs,-23.7,133.8833,29.56,30,75,4.12,AU,1706983360
413,porto real do colegio,-10.1858,-36.84,34.49,36,66,7.72,BR,1706983361
414,alasehir,38.3508,28.5172,4.47,80,4,0.92,TR,1706983361
415,harrison,30.4091,-89.0436,17.79,74,75,6.17,US,1706983361
416,antalaha,-14.9003,50.2788,24.86,94,100,3.56,MG,1706983361
417,palora,-1.7,-77.9333,23.06,89,99,1.43,EC,1706983361
418,dorchester,33.1002,-80.3831,15.55,48,0,2.24,US,1706983362
419,male,4.1748,73.5089,28.97,84,20,5.66,MV,1706983202
420,labytnangi,66.6572,66.4183,-24.97,100,100,1.39,RU,1706983362
421,aldama,22.9167,-98.0667,33.05,16,3,6.78,MX,1706983362
422,saldanha,-33.0117,17.9442,29.03,81,89,1.04,ZA,1706982880
423,altar,30.7,-111.8167,13.18,53,0,1.42,MX,1706983362
424,nuuk,64.1835,-51.7216,-11.66,56,40,5.66,GL,1706983362
425,abomsa,9.9833,39.9833,21.03,69,71,1.71,ET,1706983363
426,bonthe,7.5264,-12.505,29.17,61,0,5.62,SL,1706982823
427,keflavik,64.0049,-22.5624,-2.05,100,100,10.29,IS,1706983363
428,trinidad,-14.8333,-64.9,26.99,94,75,2.06,BO,1706983363
429,mizdah,31.4451,12.9801,12.18,65,92,5.11,LY,1706983363
430,sitia,35.2,26.0986,13.32,62,18,7.87,GR,1706983083
431,howard springs,-12.497,131.047,27.95,94,98,3.79,AU,1706983245
432,sao joao da barra,-21.6403,-41.0511,33.05,78,79,4.43,BR,1706983364
433,yuanping,38.7153,112.7575,-3.76,53,94,0.94,CN,1706983364
434,crozon,48.2464,-4.4899,10.21,87,100,2.06,FR,1706983364
435,paragominas,-2.9667,-47.4833,27.08,89,91,1.52,BR,1706983262
436,okhotsk,59.3833,143.3,-25.04,76,10,7.57,RU,1706982873
437,gashua,12.871,11.0482,22.89,15,2,5.0,NG,1706983364
438,kilindoni,-7.9139,39.6668,27.98,78,41,4.05,TZ,1706983365
439,belyy yar,53.6039,91.3903,-16.06,100,40,0.0,RU,1706983365
440,khilok,51.3674,110.4676,-22.6,99,8,1.17,RU,1706983365
441,borogontsy,62.6683,131.1683,-42.36,100,60,1.38,RU,1706983365
442,narrabri,-30.3167,149.7833,28.07,67,16,2.68,AU,1706983365
443,rozhyshche,50.9154,25.2691,6.87,86,100,8.91,UA,1706983169
444,haiku-pauwela,20.9219,-156.3051,20.58,75,56,3.58,US,1706983366
445,gulf shores,30.246,-87.7008,19.21,72,0,5.66,US,1706983366
446,ancud,-41.8697,-73.8203,15.65,59,76,4.01,CL,1706983366
447,los lunas,34.8062,-106.7334,9.8,38,34,9.39,US,1706983366
448,prachuap khiri khan,12.2167,99.75,21.55,81,11,1.66,TH,1706983366
449,greensboro,36.0726,-79.792,11.01,53,6,1.79,US,1706983242
450,gorontalo,0.5412,123.0595,23.94,96,74,1.63,ID,1706983367
451,bengkulu,-3.8004,102.2655,24.66,90,100,2.32,ID,1706983009
452,saint-philippe,-21.3585,55.7679,24.77,76,78,4.66,RE,1706983367
453,antananarivo,-18.9137,47.5361,19.98,88,40,4.12,MG,1706983367
454,luwuk,-0.9516,122.7875,25.82,84,99,1.65,ID,1706983367
455,hobyo,5.3505,48.5268,26.12,82,31,6.68,SO,1706982980
456,nanakuli,21.3906,-158.1547,22.97,60,1,8.8,US,1706983367
457,cockburn town,21.4612,-71.1419,23.15,60,0,2.17,TC,1706982827
458,timashevsk,45.6169,38.9453,4.49,76,100,6.79,RU,1706983368
459,siverek,37.755,39.3167,3.3,88,100,2.11,TR,1706983368
460,fortuna,40.5982,-124.1573,10.37,89,0,4.63,US,1706982834
461,tingo maria,-9.2895,-76.0088,28.17,74,75,1.54,PE,1706983368
462,alaghsas,17.0187,8.0168,21.94,13,0,9.26,NE,1706982879
463,rock springs,41.5875,-109.2029,1.14,92,100,11.32,US,1706983143
464,nsanje,-16.92,35.262,26.07,71,83,0.7,MW,1706983368
465,turbat,26.0023,63.044,21.53,56,100,6.12,PK,1706982864
466,miyaly,48.8844,53.7836,-4.47,96,52,5.3,KZ,1706983369
467,kruisfontein,-34.0033,24.7314,23.27,96,86,1.54,ZA,1706982899
468,amursk,50.2261,136.8994,-26.12,100,96,0.92,RU,1706982886
469,moose jaw,50.4001,-105.5344,2.14,93,12,3.6,CA,1706983369
470,st. john's,47.5649,-52.7093,-1.29,86,100,8.94,CA,1706983370
471,quang ngai,15.1167,108.8,20.89,94,3,1.97,VN,1706983013
472,cabo san lucas,22.8909,-109.9124,24.78,42,3,1.34,MX,1706983273
473,motueka,-41.1333,173.0167,9.44,82,7,2.11,NZ,1706983370
474,san antonio,29.4241,-98.4936,20.83,49,100,4.63,US,1706983221
475,marang,5.2056,103.2059,24.96,84,52,1.51,MY,1706983370
476,mana,5.6592,-53.7767,29.49,67,90,4.24,GF,1706983370
477,mata-utu,-13.2816,-176.1745,27.84,84,100,7.98,WF,1706983370
478,naze,28.3667,129.4833,18.51,87,34,4.55,JP,1706983074
479,suva,-18.1416,178.4415,24.71,94,98,2.06,FJ,1706983371
480,kerikeri,-35.2268,173.9474,11.06,89,2,1.71,NZ,1706983371
481,piacabucu,-10.4056,-36.4344,29.61,60,72,4.45,BR,1706983000
482,tindouf,27.6711,-8.1474,21.25,8,0,7.2,DZ,1706983371
483,concepcion del bermejo,-26.5993,-60.9462,44.87,12,1,2.5,AR,1706983371
484,odda,60.0691,6.5457,2.48,98,100,12.74,NO,1706983372
485,santa rosalia,27.3167,-112.2833,16.4,45,0,1.71,MX,1706983372
486,carnarvon,-24.8667,113.6333,23.39,81,2,10.6,AU,1706983363
487,brisas de zicatela,15.8369,-97.0419,29.57,59,2,6.88,MX,1706983372
488,greater sudbury,46.49,-80.99,1.14,66,16,1.79,CA,1706983372
489,chabahar,25.2919,60.643,22.71,60,93,9.64,IR,1706983372
490,ujae,8.9322,165.7642,27.24,82,92,10.02,MH,1706983372
491,miranda,3.2499,-76.2281,26.07,70,98,1.63,CO,1706983373
492,mili,6.0815,171.735,27.5,80,77,9.99,MH,1706983373
493,nakasongola,1.3089,32.4564,24.94,37,72,1.98,UG,1706983373
494,bikenibeu village,1.3673,173.1241,28.98,89,75,4.12,KI,1706983373
495,salym,60.0625,71.4789,-18.69,100,93,1.3,RU,1706983373
496,lauro de freitas,-12.8944,-38.3272,30.01,70,75,4.12,BR,1706983373
497,holma,9.9008,13.0567,25.88,15,26,2.14,NG,1706983374
498,port hueneme,34.1478,-119.1951,15.51,71,40,2.57,US,1706983374
499,palembang,-2.9167,104.7458,23.05,100,75,2.57,ID,1706983374
500,durban,-29.8579,31.0292,25.51,87,58,5.29,ZA,1706983206
501,koster,-25.863,26.8976,21.53,38,84,3.02,ZA,1706983010
502,shingu,33.7333,135.9833,6.89,95,100,1.96,JP,1706983206
503,kirakira,-10.4544,161.9205,26.99,82,98,4.24,SB,1706983375
504,yangshuo,24.7808,110.4897,5.34,94,100,2.22,CN,1706983375
505,az zulfi,26.2995,44.8154,13.05,29,52,5.06,SA,1706983375
506,vega de alatorre,20.0333,-96.6333,26.41,61,0,1.84,MX,1706982898
507,bentota,6.4254,79.9948,26.07,82,88,0.56,LK,1706983238
508,el granada,37.5027,-122.4694,11.57,90,100,1.54,US,1706983375
509,ubari,26.5921,12.7805,12.08,29,0,2.96,LY,1706983253
510,soe,-9.8607,124.284,19.65,92,87,1.75,ID,1706983376
511,ilhabela,-23.7781,-45.3581,25.94,80,100,1.6,BR,1706983376
512,pizarro,4.9533,-77.366,28.04,72,96,2.18,CO,1706983376
513,argo,37.6333,22.7333,7.1,67,4,0.81,GR,1706983376
514,homer,59.6425,-151.5483,-11.07,75,100,8.05,US,1706983039
515,kupang,-10.1667,123.5833,26.32,100,95,1.54,ID,1706983017
516,demmin,53.9076,13.0314,8.21,80,91,7.82,DE,1706983377
517,rundu,-17.9333,19.7667,22.19,70,94,1.83,NA,1706983377
518,guilin,25.2819,110.2864,3.06,90,100,3.13,CN,1706983377
519,lethem,3.3803,-59.7968,39.45,20,35,3.03,GY,1706983004
520,nuku'alofa,-21.1333,-175.2,26.19,94,75,2.06,TO,1706983378
521,trincomalee,8.5711,81.2335,26.55,82,23,4.67,LK,1706983378
522,tosontsengel,48.7567,98.2839,-18.44,92,100,0.67,MN,1706983378
523,sosnovo-ozerskoye,52.5249,111.5418,-31.99,100,47,1.39,RU,1706983378
524,razlog,41.8863,23.4671,0.67,92,59,1.69,BG,1706983378
525,pacific grove,36.6177,-121.9166,11.35,83,75,2.68,US,1706983146
526,shahabad,27.65,79.95,16.31,39,91,3.6,IN,1706983379
527,new norfolk,-42.7826,147.0587,15.95,93,100,0.69,AU,1706983379
528,seabra,-12.4186,-41.7703,28.66,36,49,4.26,BR,1706983379
529,mariinsk,56.2139,87.7472,-9.95,93,98,2.21,RU,1706983379
530,gaigeturi,33.4644,126.3183,10.03,87,100,7.2,KR,1706983312
531,martil,35.6166,-5.2752,16.98,67,75,7.2,MA,1706983380
532,soto la marina,23.7667,-98.2167,31.89,22,0,3.47,MX,1706983380
533,brejo,-3.6844,-42.7503,31.89,49,68,0.68,BR,1706983380
534,valley city,46.9233,-98.0032,0.29,100,100,5.14,US,1706983274
535,tekkali,18.6167,84.2333,22.01,89,32,0.32,IN,1706983244
536,bodo,67.28,14.405,0.02,69,40,9.77,NO,1706983381
537,el nido,11.1858,119.3956,26.63,81,15,5.6,PH,1706983381
538,kharkhorin,47.1975,102.8238,-19.32,89,100,1.66,MN,1706983381
539,chandler,33.3062,-111.8412,14.91,60,0,2.06,US,1706983346
540,kuta,-8.7233,115.1723,27.97,83,40,5.36,ID,1706983381
541,show low,34.2542,-110.0298,2.16,80,75,6.69,US,1706983382
542,belmonte,-15.8631,-38.8828,28.79,64,82,3.41,BR,1706983382
543,gebeit,21.0667,36.3167,14.85,52,4,2.85,SD,1706983383
544,pachino,36.7186,15.0907,12.25,66,2,3.02,IT,1706983383
545,san andres,12.5847,-81.7006,29.01,65,20,4.12,CO,1706983383
546,esquel,-42.9,-71.3167,20.3,25,49,1.83,AR,1706983383
547,bo phloi,14.3236,99.5161,25.53,71,22,1.6,TH,1706983384
548,al burayqah,30.4062,19.5739,15.89,70,23,4.93,LY,1706983010
549,roma,43.2128,-75.4557,3.18,65,0,3.6,US,1706983385
550,fauske,67.2588,15.3918,0.02,84,80,3.72,NO,1706982850
551,harstad,68.799,16.5293,-1.58,94,100,4.47,NO,1706983385
552,zouerate,22.7187,-12.4521,23.79,10,41,4.9,MR,1706983027
553,harar,9.3094,42.1258,17.47,74,25,5.28,ET,1706983385
554,hanover,52.3705,9.7332,11.07,93,75,7.2,DE,1706983139
555,clermont,49.5,2.4167,9.8,91,100,4.7,FR,1706983230
556,siwa oasis,29.2041,25.5195,13.37,45,0,2.43,EG,1706983386
557,limassol,34.675,33.0333,13.04,71,20,2.06,CY,1706983386
558,pangody,65.85,74.4859,-17.41,97,97,2.44,RU,1706983386
559,ha'il,27.5219,41.6907,12.01,32,0,3.09,SA,1706983387
560,sihanoukville,10.6093,103.5296,24.97,94,20,1.54,KH,1706983387
